"행정구역","2023년_계_총인구수","2023년_계_연령구간인구수","2023년_계_0~4세","2023년_계_5~9세","2023년_계_10~14세","2023년_계_15~19세","2023년_계_20~24세","2023년_계_25~29세","2023년_계_30~34세","2023년_계_35~39세","2023년_계_40~44세","2023년_계_45~49세","2023년_계_50~54세","2023년_계_55~59세","2023년_계_60~64세","2023년_계_65~69세","2023년_계_70~74세","2023년_계_75~79세","2023년_계_80~84세","2023년_계_85~89세","2023년_계_90~94세","2023년_계_95~99세","2023년_계_100세 이상","2023년_남_총인구수","2023년_남_연령구간인구수","2023년_남_0~4세","2023년_남_5~9세","2023년_남_10~14세","2023년_남_15~19세","2023년_남_20~24세","2023년_남_25~29세","2023년_남_30~34세","2023년_남_35~39세","2023년_남_40~44세","2023년_남_45~49세","2023년_남_50~54세","2023년_남_55~59세","2023년_남_60~64세","2023년_남_65~69세","2023년_남_70~74세","2023년_남_75~79세","2023년_남_80~84세","2023년_남_85~89세","2023년_남_90~94세","2023년_남_95~99세","2023년_남_100세 이상","2023년_여_총인구수","2023년_여_연령구간인구수","2023년_여_0~4세","2023년_여_5~9세","2023년_여_10~14세","2023년_여_15~19세","2023년_여_20~24세","2023년_여_25~29세","2023년_여_30~34세","2023년_여_35~39세","2023년_여_40~44세","2023년_여_45~49세","2023년_여_50~54세","2023년_여_55~59세","2023년_여_60~64세","2023년_여_65~69세","2023년_여_70~74세","2023년_여_75~79세","2023년_여_80~84세","2023년_여_85~89세","2023년_여_90~94세","2023년_여_95~99세","2023년_여_100세 이상"
"서울특별시  (1100000000)","9,386,034","9,386,034","213,014","300,548","355,014","378,197","555,058","800,753","777,975","649,430","737,027","683,046","793,687","701,870","706,835","609,103","417,048","321,421","228,831","110,383","36,809","8,537","1,448","4,540,031","4,540,031","109,615","153,833","182,333","193,013","260,394","382,835","390,093","323,822","365,462","337,539","391,756","343,004","338,627","284,228","191,108","142,967","97,049","39,975","10,239","1,820","319","4,846,003","4,846,003","103,399","146,715","172,681","185,184","294,664","417,918","387,882","325,608","371,565","345,507","401,931","358,866","368,208","324,875","225,940","178,454","131,782","70,408","26,570","6,717","1,129"
"서울특별시 종로구 (1111000000)","139,417","139,417","2,342","3,577","4,540","5,199","9,113","12,383","10,882","8,440","9,783","9,411","12,414","11,501","11,332","9,357","6,218","5,285","4,328","2,316","760","201","35","67,306","67,306","1,203","1,786","2,225","2,551","4,125","6,049","5,508","4,140","4,767","4,524","6,151","5,703","5,717","4,648","2,922","2,289","1,802","872","260","55","9","72,111","72,111","1,139","1,791","2,315","2,648","4,988","6,334","5,374","4,300","5,016","4,887","6,263","5,798","5,615","4,709","3,296","2,996","2,526","1,444","500","146","26"
"서울특별시 중구 (1114000000)","121,312","121,312","2,687","2,943","2,898","3,258","6,727","10,810","11,558","9,306","9,104","7,665","9,725","9,343","9,763","8,570","5,766","4,725","3,669","1,892","704","172","27","58,659","58,659","1,378","1,501","1,479","1,611","3,067","4,912","5,739","4,693","4,618","3,926","4,804","4,725","4,914","4,223","2,710","2,025","1,488","613","183","45","5","62,653","62,653","1,309","1,442","1,419","1,647","3,660","5,898","5,819","4,613","4,486","3,739","4,921","4,618","4,849","4,347","3,056","2,700","2,181","1,279","521","127","22"
"서울특별시 용산구 (1117000000)","213,151","213,151","5,068","6,021","6,394","7,226","11,634","18,469","20,723","16,687","16,789","14,499","18,203","16,114","16,085","13,241","8,650","6,972","5,633","3,272","1,150","265","56","102,312","102,312","2,604","3,056","3,288","3,641","5,247","8,602","10,305","8,310","8,403","7,067","8,816","7,949","7,899","6,395","3,950","2,930","2,274","1,135","362","67","12","110,839","110,839","2,464","2,965","3,106","3,585","6,387","9,867","10,418","8,377","8,386","7,432","9,387","8,165","8,186","6,846","4,700","4,042","3,359","2,137","788","198","44"
"서울특별시 성동구 (1120000000)","277,361","277,361","7,856","9,037","8,340","9,511","17,016","23,963","23,946","21,718","22,162","18,764","23,174","21,275","21,339","17,239","11,350","9,057","6,892","3,425","1,036","217","44","134,519","134,519","4,089","4,601","4,192","4,732","8,001","11,820","11,662","10,695","11,243","9,282","11,307","10,563","10,594","8,289","5,246","3,880","2,795","1,181","282","51","14","142,842","142,842","3,767","4,436","4,148","4,779","9,015","12,143","12,284","11,023","10,919","9,482","11,867","10,712","10,745","8,950","6,104","5,177","4,097","2,244","754","166","30"
"서울특별시 광진구 (1121500000)","335,554","335,554","6,290","8,918","11,253","12,551","22,861","35,988","31,547","23,396","24,921","23,182","27,592","25,564","25,030","20,506","13,282","10,289","7,362","3,566","1,135","278","43","161,277","161,277","3,182","4,606","5,755","6,247","10,468","16,829","15,846","11,577","12,133","11,440","13,360","12,484","12,093","9,672","6,130","4,610","3,157","1,285","324","66","13","174,277","174,277","3,108","4,312","5,498","6,304","12,393","19,159","15,701","11,819","12,788","11,742","14,232","13,080","12,937","10,834","7,152","5,679","4,205","2,281","811","212","30"
"서울특별시 동대문구 (1123000000)","341,149","341,149","7,940","10,362","10,801","11,806","25,711","31,161","26,698","22,764","25,776","22,919","27,412","25,128","25,881","22,675","15,631","12,717","9,556","4,524","1,347","283","57","167,346","167,346","4,016","5,282","5,587","5,901","11,368","15,637","13,778","11,694","13,218","11,850","13,796","12,717","12,771","10,867","7,262","5,495","3,990","1,664","384","58","11","173,803","173,803","3,924","5,080","5,214","5,905","14,343","15,524","12,920","11,070","12,558","11,069","13,616","12,411","13,110","11,808","8,369","7,222","5,566","2,860","963","225","46"
"서울특별시 중랑구 (1126000000)","382,155","382,155","8,519","10,595","11,541","12,419","19,480","30,562","31,756","26,061","28,233","24,906","31,984","32,746","34,562","28,756","18,909","14,360","10,256","4,624","1,462","371","53","187,372","187,372","4,291","5,447","5,939","6,330","9,242","14,752","16,018","13,454","14,807","12,885","15,963","15,971","16,829","13,814","8,834","6,359","4,284","1,712","363","70","8","194,783","194,783","4,228","5,148","5,602","6,089","10,238","15,810","15,738","12,607","13,426","12,021","16,021","16,775","17,733","14,942","10,075","8,001","5,972","2,912","1,099","301","45"
"서울특별시 성북구 (1129000000)","425,602","425,602","9,796","14,301","16,497","18,505","31,557","33,136","29,275","26,838","32,296","31,140","38,592","32,357","31,080","26,920","18,518","15,112","11,803","5,608","1,773","439","59","204,171","204,171","5,049","7,319","8,394","9,397","14,178","16,247","14,862","13,237","16,009","15,178","19,005","15,943","14,767","12,468","8,286","6,343","4,862","2,012","515","85","15","221,431","221,431","4,747","6,982","8,103","9,108","17,379","16,889","14,413","13,601","16,287","15,962","19,587","16,414","16,313","14,452","10,232","8,769","6,941","3,596","1,258","354","44"
"서울특별시 강북구 (1130500000)","288,113","288,113","4,546","7,029","9,012","10,129","16,825","21,330","19,048","15,949","19,890","20,012","25,817","24,448","25,605","22,251","16,211","13,549","10,260","4,551","1,309","295","47","139,514","139,514","2,329","3,620","4,689","5,067","7,673","10,553","10,007","8,424","10,438","10,155","12,919","11,940","12,211","10,371","7,094","5,656","4,182","1,731","379","63","13","148,599","148,599","2,217","3,409","4,323","5,062","9,152","10,777","9,041","7,525","9,452","9,857","12,898","12,508","13,394","11,880","9,117","7,893","6,078","2,820","930","232","34"
"서울특별시 도봉구 (1132000000)","306,948","306,948","5,568","8,674","10,569","11,803","16,584","20,855","20,022","17,585","21,487","21,027","27,537","26,726","28,137","24,841","16,221","12,743","9,926","4,651","1,571","363","58","148,796","148,796","2,874","4,491","5,447","6,136","8,141","10,505","10,348","8,977","10,917","10,410","13,248","12,631","13,276","11,712","7,601","5,710","4,175","1,659","435","88","15","158,152","158,152","2,694","4,183","5,122","5,667","8,443","10,350","9,674","8,608","10,570","10,617","14,289","14,095","14,861","13,129","8,620","7,033","5,751","2,992","1,136","275","43"
"서울특별시 노원구 (1135000000)","498,213","498,213","10,622","15,803","21,427","25,745","33,328","32,973","31,961","29,061","36,722","38,679","46,871","39,570","39,142","33,975","22,567","17,146","12,976","6,677","2,351","532","85","239,117","239,117","5,573","8,063","11,119","13,312","16,817","16,774","15,982","14,618","17,669","18,318","22,579","19,091","18,288","15,588","10,214","7,224","5,016","2,130","616","109","17","259,096","259,096","5,049","7,740","10,308","12,433","16,511","16,199","15,979","14,443","19,053","20,361","24,292","20,479","20,854","18,387","12,353","9,922","7,960","4,547","1,735","423","68"
"서울특별시 은평구 (1138000000)","466,770","466,770","10,135","14,139","16,807","18,732","25,747","36,048","36,022","30,331","36,047","34,194","41,421","36,416","37,166","31,678","22,049","17,786","13,352","6,393","1,851","399","57","221,725","221,725","5,229","7,153","8,585","9,612","12,374","16,470","17,514","14,874","18,004","16,712","20,081","17,424","17,447","14,391","9,704","7,596","5,559","2,364","535","82","15","245,045","245,045","4,906","6,986","8,222","9,120","13,373","19,578","18,508","15,457","18,043","17,482","21,340","18,992","19,719","17,287","12,345","10,190","7,793","4,029","1,316","317","42"
"서울특별시 서대문구 (1141000000)","306,231","306,231","7,339","10,184","10,689","11,434","21,425","27,007","24,012","20,895","23,039","21,214","25,955","22,938","22,512","18,849","12,887","10,789","8,817","4,474","1,416","294","62","145,404","145,404","3,787","5,166","5,410","5,640","9,459","13,064","11,853","10,197","11,479","10,419","12,504","11,105","10,718","8,775","5,705","4,508","3,491","1,641","409","61","13","160,827","160,827","3,552","5,018","5,279","5,794","11,966","13,943","12,159","10,698","11,560","10,795","13,451","11,833","11,794","10,074","7,182","6,281","5,326","2,833","1,007","233","49"
"서울특별시 마포구 (1144000000)","363,697","363,697","8,692","11,936","12,677","13,798","23,274","35,626","34,825","28,982","29,868","27,066","30,967","25,067","23,415","18,942","12,955","10,772","8,625","4,366","1,479","315","50","169,990","169,990","4,463","6,072","6,406","6,826","10,150","15,692","16,456","13,690","14,484","13,063","15,092","12,143","11,287","8,649","5,560","4,378","3,494","1,538","462","76","9","193,707","193,707","4,229","5,864","6,271","6,972","13,124","19,934","18,369","15,292","15,384","14,003","15,875","12,924","12,128","10,293","7,395","6,394","5,131","2,828","1,017","239","41"
"서울특별시 양천구 (1147000000)","436,028","436,028","8,991","16,388","23,414","24,320","24,108","28,416","27,490","25,582","35,658","36,875","40,464","34,359","33,837","28,804","19,142","13,269","8,673","4,212","1,611","350","65","212,835","212,835","4,684","8,346","12,146","12,727","12,246","14,166","13,925","12,454","16,937","17,771","20,066","16,886","16,341","13,488","9,102","6,091","3,628","1,377","365","76","13","223,193","223,193","4,307","8,042","11,268","11,593","11,862","14,250","13,565","13,128","18,721","19,104","20,398","17,473","17,496","15,316","10,040","7,178","5,045","2,835","1,246","274","52"
"서울특별시 강서구 (1150000000)","563,058","563,058","13,345","17,844","20,484","21,333","29,402","49,776","53,819","42,835","46,070","40,350","43,918","39,261","42,813","37,545","25,456","18,150","11,944","5,909","2,179","543","82","269,822","269,822","6,782","9,092","10,597","10,870","13,637","22,177","26,408","21,788","23,343","20,049","21,767","18,619","19,924","17,045","11,764","8,435","4,914","1,956","546","93","16","293,236","293,236","6,563","8,752","9,887","10,463","15,765","27,599","27,411","21,047","22,727","20,301","22,151","20,642","22,889","20,500","13,692","9,715","7,030","3,953","1,633","450","66"
"서울특별시 구로구 (1153000000)","392,405","392,405","10,031","12,403","13,994","14,224","20,044","30,827","32,787","28,312","30,670","27,732","32,043","29,879","31,082","27,579","19,805","14,752","9,921","4,562","1,384","325","49","192,341","192,341","5,202","6,331","7,057","7,304","9,664","14,863","16,454","14,673","15,743","14,097","16,032","14,656","14,893","12,855","9,162","6,898","4,320","1,685","383","60","9","200,064","200,064","4,829","6,072","6,937","6,920","10,380","15,964","16,333","13,639","14,927","13,635","16,011","15,223","16,189","14,724","10,643","7,854","5,601","2,877","1,001","265","40"
"서울특별시 금천구 (1154500000)","227,481","227,481","4,480","5,404","6,085","6,842","11,623","23,351","22,385","15,569","15,387","14,157","18,412","19,102","20,153","16,172","10,874","8,211","5,739","2,530","807","166","32","114,414","114,414","2,297","2,739","3,098","3,435","5,429","11,419","12,266","8,615","8,402","7,413","9,324","9,519","10,086","7,813","5,142","3,757","2,468","919","233","32","8","113,067","113,067","2,183","2,665","2,987","3,407","6,194","11,932","10,119","6,954","6,985","6,744","9,088","9,583","10,067","8,359","5,732","4,454","3,271","1,611","574","134","24"
"서울특별시 영등포구 (1156000000)","374,794","374,794","10,377","11,800","11,307","11,646","19,498","37,515","39,977","30,917","29,285","24,702","28,768","26,607","26,552","22,583","15,682","12,225","9,010","4,518","1,468","298","59","183,726","183,726","5,330","6,001","5,720","6,115","8,750","17,126","19,935","15,947","15,142","12,651","14,474","13,503","13,228","10,874","7,293","5,526","3,828","1,740","454","73","16","191,068","191,068","5,047","5,799","5,587","5,531","10,748","20,389","20,042","14,970","14,143","12,051","14,294","13,104","13,324","11,709","8,389","6,699","5,182","2,778","1,014","225","43"
"서울특별시 동작구 (1159000000)","378,769","378,769","8,463","11,608","12,472","13,522","25,531","38,194","33,403","26,463","28,478","26,143","30,329","26,982","27,092","23,490","16,822","13,593","9,589","4,670","1,507","363","55","183,153","183,153","4,365","5,872","6,381","6,927","11,936","18,846","16,996","13,410","14,359","12,985","14,846","12,958","12,739","10,743","7,421","5,877","4,227","1,731","431","88","15","195,616","195,616","4,098","5,736","6,091","6,595","13,595","19,348","16,407","13,053","14,119","13,158","15,483","14,024","14,353","12,747","9,401","7,716","5,362","2,939","1,076","275","40"
"서울특별시 관악구 (1162000000)","481,956","481,956","7,080","9,400","11,193","13,886","35,441","71,938","55,349","33,091","32,482","29,223","34,530","31,276","32,305","28,113","21,080","16,734","11,922","5,037","1,506","317","53","242,651","242,651","3,607","4,886","5,741","6,973","15,855","36,204","31,031","18,441","17,655","15,458","18,050","15,618","15,498","12,961","9,549","7,386","5,287","1,958","425","58","10","239,305","239,305","3,473","4,514","5,452","6,913","19,586","35,734","24,318","14,650","14,827","13,765","16,480","15,658","16,807","15,152","11,531","9,348","6,635","3,079","1,081","259","43"
"서울특별시 서초구 (1165000000)","407,664","407,664","10,409","17,409","22,689","22,117","22,132","27,766","29,084","27,879","36,305","35,939","37,401","27,807","25,186","22,819","16,340","12,706","7,966","3,886","1,397","364","63","194,291","194,291","5,443","8,821","11,562","11,113","10,639","13,159","13,787","12,583","16,573","16,859","18,544","13,720","11,839","10,517","7,355","5,852","3,779","1,601","443","87","15","213,373","213,373","4,966","8,588","11,127","11,004","11,493","14,607","15,297","15,296","19,732","19,080","18,857","14,087","13,347","12,302","8,985","6,854","4,187","2,285","954","277","48"
"서울특별시 강남구 (1168000000)","544,873","544,873","12,030","20,975","30,906","30,902","28,998","38,587","41,044","37,727","49,465","49,512","49,496","36,271","32,526","30,284","22,048","16,780","10,024","4,888","1,831","490","89","260,520","260,520","6,195","10,812","16,214","16,049","14,063","17,794","19,716","17,110","22,055","23,362","24,801","17,981","15,570","13,638","9,889","7,921","4,772","1,925","533","104","16","284,353","284,353","5,835","10,163","14,692","14,853","14,935","20,793","21,328","20,617","27,410","26,150","24,695","18,290","16,956","16,646","12,159","8,859","5,252","2,963","1,298","386","73"
"서울특별시 송파구 (1171000000)","654,166","654,166","17,488","25,826","29,166","28,287","34,107","50,512","55,032","49,757","57,238","49,225","53,700","47,334","47,851","41,887","27,571","19,105","11,594","5,652","2,213","530","91","314,347","314,347","9,000","13,408","14,863","14,395","16,543","23,277","26,301","23,735","27,497","24,148","25,883","22,764","22,506","19,556","13,227","9,231","5,249","2,092","543","111","18","339,819","339,819","8,488","12,418","14,303","13,892","17,564","27,235","28,731","26,022","29,741","25,077","27,817","24,570","25,345","22,331","14,344","9,874","6,345","3,560","1,670","419","73"
"서울특별시 강동구 (1174000000)","459,167","459,167","12,920","17,972","19,859","19,002","22,892","33,560","35,330","33,285","39,872","34,510","36,962","33,799","36,389","32,027","21,014","14,594","8,994","4,180","1,562","367","77","224,423","224,423","6,643","9,362","10,439","10,102","11,322","15,898","17,396","16,486","19,567","17,517","18,344","16,391","17,192","14,876","9,986","6,990","4,008","1,454","374","62","14","234,744","234,744","6,277","8,610","9,420","8,900","11,570","17,662","17,934","16,799","20,305","16,993","18,618","17,408","19,197","17,151","11,028","7,604","4,986","2,726","1,188","305","63"
"부산광역시  (2600000000)","3,293,362","3,293,362","75,360","119,043","133,929","129,410","173,103","204,484","203,253","187,406","251,223","233,493","275,617","266,308","295,534","265,186","186,754","133,653","96,815","45,091","14,126","3,142","432","1,605,431","1,605,431","38,642","61,047","68,753","66,329","88,728","105,264","105,605","95,704","126,918","117,902","136,263","128,407","139,573","124,686","85,095","59,161","38,627","14,785","3,402","478","62","1,687,931","1,687,931","36,718","57,996","65,176","63,081","84,375","99,220","97,648","91,702","124,305","115,591","139,354","137,901","155,961","140,500","101,659","74,492","58,188","30,306","10,724","2,664","370"
"부산광역시 중구 (2611000000)","38,619","38,619","313","562","769","893","2,213","3,182","2,540","1,719","2,145","2,263","3,193","3,150","3,811","3,950","2,908","2,199","1,672","785","261","72","19","18,703","18,703","167","313","382","431","988","1,583","1,381","897","1,158","1,204","1,725","1,584","1,857","1,848","1,272","930","663","241","72","6","1","19,916","19,916","146","249","387","462","1,225","1,599","1,159","822","987","1,059","1,468","1,566","1,954","2,102","1,636","1,269","1,009","544","189","66","18"
"부산광역시 서구 (2614000000)","104,089","104,089","1,897","2,989","3,432","3,569","5,793","6,434","5,551","4,826","6,906","6,581","8,462","8,406","9,970","9,417","7,205","5,422","4,332","2,053","649","179","16","50,028","50,028","1,001","1,550","1,813","1,764","2,757","3,122","2,858","2,443","3,508","3,356","4,360","4,220","4,819","4,389","3,227","2,329","1,646","688","150","22","6","54,061","54,061","896","1,439","1,619","1,805","3,036","3,312","2,693","2,383","3,398","3,225","4,102","4,186","5,151","5,028","3,978","3,093","2,686","1,365","499","157","10"
"부산광역시 동구 (2617000000)","87,792","87,792","1,876","2,102","2,220","2,438","3,743","5,580","6,074","4,924","5,855","5,549","7,215","6,968","8,155","7,922","6,132","4,767","3,797","1,783","556","123","13","42,736","42,736","931","1,104","1,144","1,243","1,818","2,690","3,155","2,623","3,186","2,978","3,806","3,565","3,895","3,729","2,734","1,997","1,416","564","135","20","3","45,056","45,056","945","998","1,076","1,195","1,925","2,890","2,919","2,301","2,669","2,571","3,409","3,403","4,260","4,193","3,398","2,770","2,381","1,219","421","103","10"
"부산광역시 영도구 (2620000000)","106,548","106,548","1,690","2,639","3,260","3,436","4,674","5,097","5,007","4,657","6,732","6,846","8,733","9,026","11,076","10,920","8,334","6,507","4,971","2,146","633","145","19","52,317","52,317","836","1,363","1,675","1,744","2,589","2,767","2,735","2,498","3,513","3,591","4,527","4,605","5,404","5,181","3,751","2,757","1,890","715","155","19","2","54,231","54,231","854","1,276","1,585","1,692","2,085","2,330","2,272","2,159","3,219","3,255","4,206","4,421","5,672","5,739","4,583","3,750","3,081","1,431","478","126","17"
"부산광역시 부산진구 (2623000000)","359,508","359,508","8,368","11,119","11,786","12,118","21,112","28,388","27,596","22,511","25,896","23,781","28,619","27,745","31,148","27,868","19,609","14,221","10,800","4,969","1,505","310","39","172,607","172,607","4,256","5,686","5,916","6,145","9,961","13,520","13,967","11,570","13,201","12,027","14,141","13,286","14,530","13,107","8,830","6,154","4,232","1,634","394","44","6","186,901","186,901","4,112","5,433","5,870","5,973","11,151","14,868","13,629","10,941","12,695","11,754","14,478","14,459","16,618","14,761","10,779","8,067","6,568","3,335","1,111","266","33"
"부산광역시 동래구 (2626000000)","270,815","270,815","6,791","11,417","13,163","12,266","13,352","15,124","15,603","15,828","22,458","20,792","23,205","20,826","22,478","20,576","14,764","10,365","7,217","3,313","1,048","203","26","130,920","130,920","3,523","5,823","6,822","6,411","6,932","7,661","7,915","7,883","10,988","10,167","11,389","9,844","10,314","9,418","6,636","4,766","2,995","1,152","250","29","2","139,895","139,895","3,268","5,594","6,341","5,855","6,420","7,463","7,688","7,945","11,470","10,625","11,816","10,982","12,164","11,158","8,128","5,599","4,222","2,161","798","174","24"
"부산광역시 남구 (2629000000)","254,185","254,185","4,997","9,092","11,001","11,038","16,796","15,424","13,670","12,893","18,992","18,753","22,060","19,453","21,063","19,973","14,892","11,056","8,088","3,633","1,057","226","28","123,851","123,851","2,528","4,698","5,636","5,724","8,525","8,426","7,162","6,546","9,440","9,422","10,995","9,503","9,754","9,089","6,639","4,816","3,363","1,273","276","30","6","130,334","130,334","2,469","4,394","5,365","5,314","8,271","6,998","6,508","6,347","9,552","9,331","11,065","9,950","11,309","10,884","8,253","6,240","4,725","2,360","781","196","22"
"부산광역시 북구 (2632000000)","273,596","273,596","6,462","9,504","10,564","10,747","13,623","16,554","17,298","15,072","18,955","18,094","23,341","25,706","28,522","23,018","14,692","9,820","7,039","3,290","1,024","232","39","134,559","134,559","3,326","4,898","5,440","5,577","7,347","8,750","9,177","7,856","9,667","9,104","10,967","11,956","13,848","11,254","6,973","4,403","2,755","1,015","205","40","1","139,037","139,037","3,136","4,606","5,124","5,170","6,276","7,804","8,121","7,216","9,288","8,990","12,374","13,750","14,674","11,764","7,719","5,417","4,284","2,275","819","192","38"
"부산광역시 해운대구 (2635000000)","380,448","380,448","8,488","14,642","17,813","17,707","19,285","21,168","20,904","20,677","29,636","29,777","35,462","32,107","33,116","28,709","19,548","13,968","10,238","5,097","1,662","386","58","182,289","182,289","4,363","7,479","9,271","9,067","10,228","10,801","10,611","10,010","14,097","14,263","16,875","15,095","15,574","13,526","8,804","6,166","3,918","1,658","408","65","10","198,159","198,159","4,125","7,163","8,542","8,640","9,057","10,367","10,293","10,667","15,539","15,514","18,587","17,012","17,542","15,183","10,744","7,802","6,320","3,439","1,254","321","48"
"부산광역시 사하구 (2638000000)","297,831","297,831","5,969","9,634","11,703","11,940","16,131","17,696","16,961","15,748","21,763","20,755","25,653","25,709","29,119","25,793","17,600","12,106","8,258","3,800","1,152","303","38","147,805","147,805","3,105","4,971","5,979","6,084","8,692","9,563","9,069","8,344","11,364","10,573","12,777","12,564","13,857","12,342","8,310","5,411","3,295","1,198","256","48","3","150,026","150,026","2,864","4,663","5,724","5,856","7,439","8,133","7,892","7,404","10,399","10,182","12,876","13,145","15,262","13,451","9,290","6,695","4,963","2,602","896","255","35"
"부산광역시 금정구 (2641000000)","215,590","215,590","3,586","6,279","7,740","8,321","14,153","14,185","11,658","10,218","14,173","14,048","17,756","18,391","21,016","18,618","13,617","9,823","7,177","3,461","1,103","234","33","105,149","105,149","1,814","3,219","3,965","4,249","7,310","8,009","6,355","5,321","7,076","7,061","8,605","8,722","9,814","8,655","6,162","4,366","2,957","1,169","270","43","7","110,441","110,441","1,772","3,060","3,775","4,072","6,843","6,176","5,303","4,897","7,097","6,987","9,151","9,669","11,202","9,963","7,455","5,457","4,220","2,292","833","191","26"
"부산광역시 강서구 (2644000000)","142,396","142,396","6,517","10,736","9,385","5,594","4,568","6,722","10,100","13,039","17,349","11,481","9,226","8,110","9,389","8,309","5,114","3,054","2,183","1,032","402","79","7","73,821","73,821","3,428","5,473","4,796","2,842","2,469","3,738","5,215","6,549","9,280","6,533","5,102","4,114","4,664","4,219","2,587","1,542","874","298","78","18","2","68,575","68,575","3,089","5,263","4,589","2,752","2,099","2,984","4,885","6,490","8,069","4,948","4,124","3,996","4,725","4,090","2,527","1,512","1,309","734","324","61","5"
"부산광역시 연제구 (2647000000)","205,766","205,766","5,078","7,545","8,089","8,048","10,131","12,904","13,643","12,431","16,157","14,634","17,089","16,274","17,526","16,278","11,734","8,376","6,115","2,729","819","147","19","98,344","98,344","2,522","3,872","4,050","4,120","5,154","6,264","6,783","6,340","8,014","7,160","8,196","7,661","7,952","7,513","5,243","3,709","2,591","969","206","22","3","107,422","107,422","2,556","3,673","4,039","3,928","4,977","6,640","6,860","6,091","8,143","7,474","8,893","8,613","9,574","8,765","6,491","4,667","3,524","1,760","613","125","16"
"부산광역시 수영구 (2650000000)","174,518","174,518","3,765","5,227","5,652","5,800","8,697","13,556","13,090","10,413","12,775","11,584","13,914","12,910","14,607","14,355","10,672","8,110","5,650","2,640","873","203","25","81,901","81,901","1,900","2,641","2,992","2,915","4,114","6,424","6,605","5,211","6,311","5,668","6,584","5,995","6,362","6,313","4,689","3,595","2,381","925","236","33","7","92,617","92,617","1,865","2,586","2,660","2,885","4,583","7,132","6,485","5,202","6,464","5,916","7,330","6,915","8,245","8,042","5,983","4,515","3,269","1,715","637","170","18"
"부산광역시 사상구 (2653000000)","202,932","202,932","3,781","5,695","6,739","7,031","11,108","13,820","13,387","10,601","13,631","12,940","16,844","19,507","22,148","18,088","11,788","7,747","5,038","2,243","654","120","22","101,865","101,865","1,953","2,942","3,419","3,624","5,734","7,337","7,309","5,795","7,200","6,799","8,486","9,612","11,012","8,853","5,546","3,471","1,986","635","136","15","1","101,067","101,067","1,828","2,753","3,320","3,407","5,374","6,483","6,078","4,806","6,431","6,141","8,358","9,895","11,136","9,235","6,242","4,276","3,052","1,608","518","105","21"
"부산광역시 기장군 (2671000000)","178,729","178,729","5,782","9,861","10,613","8,464","7,724","8,650","10,171","11,849","17,800","15,615","14,845","12,020","12,390","11,392","8,145","6,112","4,240","2,117","728","180","31","88,536","88,536","2,989","5,015","5,453","4,389","4,110","4,609","5,308","5,818","8,915","7,996","7,728","6,081","5,917","5,250","3,692","2,749","1,665","651","175","24","2","90,193","90,193","2,793","4,846","5,160","4,075","3,614","4,041","4,863","6,031","8,885","7,619","7,117","5,939","6,473","6,142","4,453","3,363","2,575","1,466","553","156","29"
"대구광역시  (2700000000)","2,374,960","2,374,960","57,587","92,816","106,303","107,818","133,913","148,557","146,165","133,800","178,313","177,801","214,573","206,226","204,750","161,230","115,122","80,401","64,327","32,561","10,471","1,961","265","1,166,803","1,166,803","29,657","47,504","54,563","55,952","70,605","78,356","78,536","70,552","88,305","88,093","104,742","100,658","98,547","76,550","51,869","34,311","24,581","10,493","2,555","342","32","1,208,157","1,208,157","27,930","45,312","51,740","51,866","63,308","70,201","67,629","63,248","90,008","89,708","109,831","105,568","106,203","84,680","63,253","46,090","39,746","22,068","7,916","1,619","233"
"대구광역시 중구 (2711000000)","89,064","89,064","3,111","3,698","3,104","3,130","5,295","7,357","7,781","6,713","7,072","5,945","6,897","5,961","5,887","5,195","3,981","3,398","2,629","1,342","449","101","18","42,629","42,629","1,590","1,859","1,573","1,531","2,387","3,456","3,963","3,553","3,660","2,927","3,388","2,900","2,800","2,359","1,651","1,380","1,058","442","121","28","3","46,435","46,435","1,521","1,839","1,531","1,599","2,908","3,901","3,818","3,160","3,412","3,018","3,509","3,061","3,087","2,836","2,330","2,018","1,571","900","328","73","15"
"대구광역시 동구 (2714000000)","342,813","342,813","9,155","12,845","13,320","12,891","16,498","20,911","22,879","20,707","25,778","24,106","28,558","28,490","29,919","25,678","19,155","13,726","10,924","5,318","1,609","305","41","167,928","167,928","4,686","6,507","6,915","6,739","8,722","10,833","12,267","11,028","13,249","12,319","14,159","13,773","14,007","11,832","8,629","5,856","4,230","1,709","404","58","6","174,885","174,885","4,469","6,338","6,405","6,152","7,776","10,078","10,612","9,679","12,529","11,787","14,399","14,717","15,912","13,846","10,526","7,870","6,694","3,609","1,205","247","35"
"대구광역시 서구 (2717000000)","164,088","164,088","2,720","4,066","4,612","5,037","7,278","9,943","10,322","8,112","10,084","10,283","13,951","16,515","18,229","14,823","11,014","7,530","5,856","2,760","775","160","18","81,498","81,498","1,463","2,093","2,267","2,600","3,919","5,281","5,910","4,645","5,434","5,514","7,147","8,237","8,818","6,865","4,895","3,135","2,220","866","165","23","1","82,590","82,590","1,257","1,973","2,345","2,437","3,359","4,662","4,412","3,467","4,650","4,769","6,804","8,278","9,411","7,958","6,119","4,395","3,636","1,894","610","137","17"
